areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2021-03-01,6215,3746895,6088,3737184,127,9711
nation,England,E92000001,2021-02-28,4112,3740680,4080,3731096,32,9584
nation,England,E92000001,2021-02-27,4254,3736568,4230,3727016,24,9552
nation,England,E92000001,2021-02-26,5883,3732314,5831,3722786,52,9528
nation,England,E92000001,2021-02-25,6934,3726431,6831,3716955,103,9476
nation,England,E92000001,2021-02-24,7621,3719497,7526,3710124,95,9373
nation,England,E92000001,2021-02-23,8536,3711876,8424,3702598,112,9278
nation,England,E92000001,2021-02-22,10279,3703340,10120,3694174,159,9166
nation,England,E92000001,2021-02-21,7033,3693061,6987,3684054,46,9007
nation,England,E92000001,2021-02-20,7161,3686028,7113,3677067,48,8961
nation,England,E92000001,2021-02-19,9246,3678867,9139,3669954,107,8913
nation,England,E92000001,2021-02-18,10303,3669621,10206,3660815,97,8806
nation,England,E92000001,2021-02-17,10419,3659318,10316,3650609,103,8709
nation,England,E92000001,2021-02-16,11268,3648899,11169,3640293,99,8606
nation,England,E92000001,2021-02-15,12953,3637631,12804,3629124,149,8507
nation,England,E92000001,2021-02-14,7781,3624678,7744,3616320,37,8358
nation,England,E92000001,2021-02-13,8025,3616897,7985,3608576,40,8321
nation,England,E92000001,2021-02-12,10986,3608872,10894,3600591,92,8281
nation,England,E92000001,2021-02-11,11637,3597886,11567,3589697,70,8189
nation,England,E92000001,2021-02-10,12272,3586249,12173,3578130,99,8119
nation,England,E92000001,2021-02-09,12696,3573977,12591,3565957,105,8020
nation,England,E92000001,2021-02-08,14370,3561281,14268,3553366,102,7915
nation,England,E92000001,2021-02-07,10457,3546911,10420,3539098,37,7813
nation,England,E92000001,2021-02-06,10951,3536454,10910,3528678,41,7776
nation,England,E92000001,2021-02-05,14461,3525503,14373,3517768,88,7735
nation,England,E92000001,2021-02-04,16717,3511042,16629,3503395,88,7647
nation,England,E92000001,2021-02-03,17948,3494325,17851,3486766,97,7559
nation,England,E92000001,2021-02-02,18193,3476377,18099,3468915,94,7462
nation,England,E92000001,2021-02-01,20765,3458184,20672,3450816,93,7368
nation,England,E92000001,2021-01-31,14138,3437419,14089,3430144,49,7275
nation,England,E92000001,2021-01-30,15524,3423281,15463,3416055,61,7226
nation,England,E92000001,2021-01-29,20363,3407757,20277,3400592,86,7165
nation,England,E92000001,2021-01-28,22523,3387394,22428,3380315,95,7079
nation,England,E92000001,2021-01-27,23899,3364871,23806,3357887,93,6984
nation,England,E92000001,2021-01-26,25210,3340972,25086,3334081,124,6891
nation,England,E92000001,2021-01-25,27972,3315762,27851,3308995,121,6767
nation,England,E92000001,2021-01-24,15883,3287790,15850,3281144,33,6646
nation,England,E92000001,2021-01-23,20425,3271907,20364,3265294,61,6613
nation,England,E92000001,2021-01-22,27741,3251482,27643,3244930,98,6552
nation,England,E92000001,2021-01-21,29633,3223741,29518,3217287,115,6454
nation,England,E92000001,2021-01-20,32679,3194108,32547,3187769,132,6339
nation,England,E92000001,2021-01-19,37055,3161429,36893,3155222,162,6207
nation,England,E92000001,2021-01-18,41935,3124374,41758,3118329,177,6045
nation,England,E92000001,2021-01-17,26976,3082439,26904,3076571,72,5868
nation,England,E92000001,2021-01-16,28413,3055463,28335,3049667,78,5796
nation,England,E92000001,2021-01-15,37879,3027050,37760,3021332,119,5718
nation,England,E92000001,2021-01-14,39658,2989171,39526,2983572,132,5599
nation,England,E92000001,2021-01-13,42303,2949513,42198,2944046,105,5467
nation,England,E92000001,2021-01-12,45968,2907210,45798,2901848,170,5362
nation,England,E92000001,2021-01-11,53519,2861242,53344,2856050,175,5192
nation,England,E92000001,2021-01-10,33749,2807723,33692,2802706,57,5017
nation,England,E92000001,2021-01-09,36419,2773974,36348,2769014,71,4960
nation,England,E92000001,2021-01-08,43494,2737555,43381,2732666,113,4889
nation,England,E92000001,2021-01-07,48132,2694061,48018,2689285,114,4776
nation,England,E92000001,2021-01-06,52752,2645929,52622,2641267,130,4662
nation,England,E92000001,2021-01-05,59600,2593177,59427,2588645,173,4532
nation,England,E92000001,2021-01-04,70920,2533577,70761,2529218,159,4359
nation,England,E92000001,2021-01-03,50664,2462657,50599,2458457,65,4200
nation,England,E92000001,2021-01-02,55428,2411993,55345,2407858,83,4135
nation,England,E92000001,2021-01-01,28879,2356565,28836,2352513,43,4052
nation,England,E92000001,2020-12-31,47824,2327686,47760,2323677,64,4009
nation,England,E92000001,2020-12-30,64243,2279862,64131,2275917,112,3945
nation,England,E92000001,2020-12-29,74058,2215619,73926,2211786,132,3833
nation,England,E92000001,2020-12-28,40845,2141561,40798,2137860,47,3701
nation,England,E92000001,2020-12-27,43250,2100716,43200,2097062,50,3654
nation,England,E92000001,2020-12-26,37462,2057466,37421,2053862,41,3604
nation,England,E92000001,2020-12-25,12926,2020004,12906,2016441,20,3563
nation,England,E92000001,2020-12-24,29287,2007078,29244,2003535,43,3543
nation,England,E92000001,2020-12-23,38383,1977791,38327,1974291,56,3500
nation,England,E92000001,2020-12-22,41741,1939408,41658,1935964,83,3444
nation,England,E92000001,2020-12-21,43446,1897667,43383,1894306,63,3361
nation,England,E92000001,2020-12-20,29556,1854221,29523,1850923,33,3298
nation,England,E92000001,2020-12-19,22195,1824665,22167,1821400,28,3265
nation,England,E92000001,2020-12-18,32426,1802470,32380,1799233,46,3237
nation,England,E92000001,2020-12-17,30159,1770044,30115,1766853,44,3191
nation,England,E92000001,2020-12-16,30650,1739885,30612,1736738,38,3147
nation,England,E92000001,2020-12-15,29652,1709235,29609,1706126,43,3109
nation,England,E92000001,2020-12-14,30019,1679583,29975,1676517,44,3066
nation,England,E92000001,2020-12-13,18409,1649564,18391,1646542,18,3022
nation,England,E92000001,2020-12-12,16268,1631155,16241,1628151,27,3004
nation,England,E92000001,2020-12-11,20177,1614887,20142,1611910,35,2977
nation,England,E92000001,2020-12-10,18850,1594710,18819,1591768,31,2942
nation,England,E92000001,2020-12-09,17744,1575860,17708,1572949,36,2911
nation,England,E92000001,2020-12-08,16937,1558116,16902,1555241,35,2875
nation,England,E92000001,2020-12-07,17662,1541179,17626,1538339,36,2840
nation,England,E92000001,2020-12-06,11036,1523517,11022,1520713,14,2804
nation,England,E92000001,2020-12-05,10302,1512481,10295,1509691,7,2790
nation,England,E92000001,2020-12-04,13065,1502179,13045,1499396,20,2783
nation,England,E92000001,2020-12-03,12762,1489114,12734,1486351,28,2763
nation,England,E92000001,2020-12-02,13662,1476352,13636,1473617,26,2735
nation,England,E92000001,2020-12-01,13731,1462690,13700,1459981,31,2709
nation,England,E92000001,2020-11-30,15228,1448959,15203,1446281,25,2678
nation,England,E92000001,2020-11-29,9068,1433731,9056,1431078,12,2653
nation,England,E92000001,2020-11-28,9347,1424663,9332,1422022,15,2641
nation,England,E92000001,2020-11-27,12459,1415316,12436,1412690,23,2626
nation,England,E92000001,2020-11-26,12459,1402857,12441,1400254,18,2603
nation,England,E92000001,2020-11-25,14155,1390398,14130,1387813,25,2585
nation,England,E92000001,2020-11-24,14266,1376243,14240,1373683,26,2560
nation,England,E92000001,2020-11-23,16472,1361977,16449,1359443,23,2534
nation,England,E92000001,2020-11-22,10216,1345505,10206,1342994,10,2511
nation,England,E92000001,2020-11-21,10806,1335289,10794,1332788,12,2501
nation,England,E92000001,2020-11-20,14960,1324483,14936,1321994,24,2489
nation,England,E92000001,2020-11-19,15797,1309523,15775,1307058,22,2465
nation,England,E92000001,2020-11-18,18545,1293726,18512,1291283,33,2443
nation,England,E92000001,2020-11-17,20677,1275181,20655,1272771,22,2410
nation,England,E92000001,2020-11-16,24136,1254504,24108,1252116,28,2388
nation,England,E92000001,2020-11-15,14422,1230368,14409,1228008,13,2360
nation,England,E92000001,2020-11-14,16290,1215946,16278,1213599,12,2347
nation,England,E92000001,2020-11-13,22008,1199656,21982,1197321,26,2335
nation,England,E92000001,2020-11-12,22320,1177648,22289,1175339,31,2309
nation,England,E92000001,2020-11-11,25065,1155328,25036,1153050,29,2278
nation,England,E92000001,2020-11-10,24836,1130263,24803,1128014,33,2249
nation,England,E92000001,2020-11-09,28560,1105427,28518,1103211,42,2216
nation,England,E92000001,2020-11-08,18272,1076867,18254,1074693,18,2174
nation,England,E92000001,2020-11-07,16888,1058595,16877,1056439,11,2156
nation,England,E92000001,2020-11-06,21179,1041707,21145,1039562,34,2145
nation,England,E92000001,2020-11-05,21206,1020528,21168,1018417,38,2111
nation,England,E92000001,2020-11-04,21053,999322,21021,997249,32,2073
nation,England,E92000001,2020-11-03,22690,978269,22649,976228,41,2041
nation,England,E92000001,2020-11-02,28394,955579,28356,953579,38,2000
nation,England,E92000001,2020-11-01,13611,927185,13591,925223,20,1962
nation,England,E92000001,2020-10-31,14565,913574,14549,911632,16,1942
nation,England,E92000001,2020-10-30,19899,899009,19871,897083,28,1926
nation,England,E92000001,2020-10-29,20257,879110,20227,877212,30,1898
nation,England,E92000001,2020-10-28,20547,858853,20523,856985,24,1868
nation,England,E92000001,2020-10-27,20762,838306,20741,836462,21,1844
nation,England,E92000001,2020-10-26,23033,817544,23008,815721,25,1823
nation,England,E92000001,2020-10-25,13353,794511,13344,792713,9,1798
nation,England,E92000001,2020-10-24,13713,781158,13696,779369,17,1789
nation,England,E92000001,2020-10-23,18359,767445,18329,765673,30,1772
nation,England,E92000001,2020-10-22,19866,749086,19849,747344,17,1742
nation,England,E92000001,2020-10-21,21762,729220,21735,727495,27,1725
nation,England,E92000001,2020-10-20,21638,707458,21590,705760,48,1698
nation,England,E92000001,2020-10-19,22369,685820,22342,684170,27,1650
nation,England,E92000001,2020-10-18,11982,663451,11966,661828,16,1623
nation,England,E92000001,2020-10-17,12487,651469,12472,649862,15,1607
nation,England,E92000001,2020-10-16,14761,638982,14730,637390,31,1592
nation,England,E92000001,2020-10-15,15428,624221,15393,622660,35,1561
nation,England,E92000001,2020-10-14,16646,608793,16626,607267,20,1526
nation,England,E92000001,2020-10-13,15660,592147,15625,590641,35,1506
nation,England,E92000001,2020-10-12,16420,576487,16395,575016,25,1471
nation,England,E92000001,2020-10-11,9781,560067,9772,558621,9,1446
nation,England,E92000001,2020-10-10,10301,550286,10287,548849,14,1437
nation,England,E92000001,2020-10-09,13159,539985,13131,538562,28,1423
nation,England,E92000001,2020-10-08,15452,526826,15434,525431,18,1395
nation,England,E92000001,2020-10-07,15418,511374,15387,509997,31,1377
nation,England,E92000001,2020-10-06,14458,495956,14430,494610,28,1346
nation,England,E92000001,2020-10-05,14218,481498,14184,480180,34,1318
nation,England,E92000001,2020-10-04,9966,467280,9957,465996,9,1284
nation,England,E92000001,2020-10-03,9820,457314,9810,456039,10,1275
nation,England,E92000001,2020-10-02,11719,447494,11692,446229,27,1265
nation,England,E92000001,2020-10-01,11444,435775,11416,434537,28,1238
nation,England,E92000001,2020-09-30,10663,424331,10632,423121,31,1210
nation,England,E92000001,2020-09-29,8832,413668,8797,412489,35,1179
nation,England,E92000001,2020-09-28,8641,404836,8625,403692,16,1144
nation,England,E92000001,2020-09-27,6084,396195,6075,395067,9,1128
nation,England,E92000001,2020-09-26,5704,390111,5699,388992,5,1119
nation,England,E92000001,2020-09-25,6105,384407,6090,383293,15,1114
nation,England,E92000001,2020-09-24,6361,378302,6340,377203,21,1099
nation,England,E92000001,2020-09-23,5933,371941,5913,370863,20,1078
nation,England,E92000001,2020-09-22,5400,366008,5379,364950,21,1058
nation,England,E92000001,2020-09-21,4727,360608,4715,359571,12,1037
nation,England,E92000001,2020-09-20,4652,355881,4645,354856,7,1025
nation,England,E92000001,2020-09-19,4215,351229,4210,350211,5,1018
nation,England,E92000001,2020-09-18,4290,347014,4266,346001,24,1013
nation,England,E92000001,2020-09-17,3979,342724,3959,341735,20,989
nation,England,E92000001,2020-09-16,3778,338745,3753,337776,25,969
nation,England,E92000001,2020-09-15,3057,334967,3032,334023,25,944
nation,England,E92000001,2020-09-14,2941,331910,2915,330991,26,919
nation,England,E92000001,2020-09-13,1722,328969,1719,328076,3,893
nation,England,E92000001,2020-09-12,2224,327247,2215,326357,9,890
nation,England,E92000001,2020-09-11,2893,325023,2868,324142,25,881
nation,England,E92000001,2020-09-10,3143,322130,3123,321274,20,856
nation,England,E92000001,2020-09-09,2893,318987,2873,318151,20,836
nation,England,E92000001,2020-09-08,3071,316094,3035,315278,36,816
nation,England,E92000001,2020-09-07,3530,313023,3482,312243,48,780
nation,England,E92000001,2020-09-06,2079,309493,2069,308761,10,732
nation,England,E92000001,2020-09-05,2200,307414,2195,306692,5,722
nation,England,E92000001,2020-09-04,2637,305214,2605,304497,32,717
nation,England,E92000001,2020-09-03,2716,302577,2671,301892,45,685
nation,England,E92000001,2020-09-02,2696,299861,2643,299221,53,640
nation,England,E92000001,2020-09-01,1962,297165,1941,296578,21,587
nation,England,E92000001,2020-08-31,1279,295203,1272,294637,7,566
nation,England,E92000001,2020-08-30,987,293924,983,293365,4,559
nation,England,E92000001,2020-08-29,1051,292937,1047,292382,4,555
nation,England,E92000001,2020-08-28,1395,291886,1386,291335,9,551
nation,England,E92000001,2020-08-27,1356,290491,1330,289949,26,542
nation,England,E92000001,2020-08-26,1181,289135,1156,288619,25,516
nation,England,E92000001,2020-08-25,1085,287954,1069,287463,16,491
nation,England,E92000001,2020-08-24,1156,286869,1145,286394,11,475
nation,England,E92000001,2020-08-23,704,285713,701,285249,3,464
nation,England,E92000001,2020-08-22,732,285009,727,284548,5,461
nation,England,E92000001,2020-08-21,1031,284277,1014,283821,17,456
nation,England,E92000001,2020-08-20,1254,283246,1231,282807,23,439
nation,England,E92000001,2020-08-19,1109,281992,1086,281576,23,416
nation,England,E92000001,2020-08-18,955,280883,939,280490,16,393
nation,England,E92000001,2020-08-17,1159,279928,1150,279551,9,377
nation,England,E92000001,2020-08-16,534,278769,529,278401,5,368
nation,England,E92000001,2020-08-15,656,278235,655,277872,1,363
nation,England,E92000001,2020-08-14,1059,277579,1040,277217,19,362
nation,England,E92000001,2020-08-13,1036,276520,1030,276177,6,343
nation,England,E92000001,2020-08-12,1126,275484,1107,275147,19,337
nation,England,E92000001,2020-08-11,1247,274358,1221,274040,26,318
nation,England,E92000001,2020-08-10,1375,273111,1361,272819,14,292
nation,England,E92000001,2020-08-09,569,271736,565,271458,4,278
nation,England,E92000001,2020-08-08,648,271167,642,270893,6,274
nation,England,E92000001,2020-08-07,892,270519,881,270251,11,268
nation,England,E92000001,2020-08-06,1005,269627,991,269370,14,257
nation,England,E92000001,2020-08-05,973,268622,951,268379,22,243
nation,England,E92000001,2020-08-04,965,267649,938,267428,27,221
nation,England,E92000001,2020-08-03,963,266684,947,266490,16,194
nation,England,E92000001,2020-08-02,518,265721,514,265543,4,178
nation,England,E92000001,2020-08-01,508,265203,503,265029,5,174
nation,England,E92000001,2020-07-31,644,264695,635,264526,9,169
nation,England,E92000001,2020-07-30,879,264051,864,263891,15,160
nation,England,E92000001,2020-07-29,994,263172,979,263027,15,145
nation,England,E92000001,2020-07-28,796,262178,783,262048,13,130
nation,England,E92000001,2020-07-27,824,261382,814,261265,10,117
nation,England,E92000001,2020-07-26,518,260558,517,260451,1,107
nation,England,E92000001,2020-07-25,499,260040,496,259934,3,106
nation,England,E92000001,2020-07-24,720,259541,712,259438,8,103
nation,England,E92000001,2020-07-23,741,258821,736,258726,5,95
nation,England,E92000001,2020-07-22,764,258080,756,257990,8,90
nation,England,E92000001,2020-07-21,697,257316,691,257234,6,82
nation,England,E92000001,2020-07-20,769,256619,759,256543,10,76
nation,England,E92000001,2020-07-19,419,255850,414,255784,5,66
nation,England,E92000001,2020-07-18,473,255431,471,255370,2,61
nation,England,E92000001,2020-07-17,548,254958,547,254899,1,59
nation,England,E92000001,2020-07-16,644,254410,639,254352,5,58
nation,England,E92000001,2020-07-15,726,253766,722,253713,4,53
nation,England,E92000001,2020-07-14,661,253040,657,252991,4,49
nation,England,E92000001,2020-07-13,694,252379,694,252334,0,45
nation,England,E92000001,2020-07-12,351,251685,351,251640,0,45
nation,England,E92000001,2020-07-11,432,251334,428,251289,4,45
nation,England,E92000001,2020-07-10,524,250902,521,250861,3,41
nation,England,E92000001,2020-07-09,688,250378,682,250340,6,38
nation,England,E92000001,2020-07-08,682,249690,676,249658,6,32
nation,England,E92000001,2020-07-07,565,249008,562,248982,3,26
nation,England,E92000001,2020-07-06,664,248443,660,248420,4,23
nation,England,E92000001,2020-07-05,544,247779,543,247760,1,19
nation,England,E92000001,2020-07-04,385,247235,385,247217,0,18
nation,England,E92000001,2020-07-03,536,246850,535,246832,1,18
nation,England,E92000001,2020-07-02,561,246314,557,246297,4,17
nation,England,E92000001,2020-07-01,607,245753,604,245740,3,13
nation,England,E92000001,2020-06-30,578,245146,577,245136,1,10
nation,England,E92000001,2020-06-29,666,244568,664,244559,2,9
nation,England,E92000001,2020-06-28,413,243902,412,243895,1,7
nation,England,E92000001,2020-06-27,506,243489,504,243483,2,6
nation,England,E92000001,2020-06-26,640,242983,639,242979,1,4
nation,England,E92000001,2020-06-25,643,242343,643,242340,0,3
nation,England,E92000001,2020-06-24,732,241700,731,241697,1,3
nation,England,E92000001,2020-06-23,727,240968,726,240966,1,2
nation,England,E92000001,2020-06-22,821,240241,821,240240,0,1
nation,England,E92000001,2020-06-21,550,239420,550,239419,0,1
nation,England,E92000001,2020-06-20,626,238870,626,238869,0,1
nation,England,E92000001,2020-06-19,818,238244,817,238243,1,1
nation,England,E92000001,2020-06-18,938,237426,938,237426,,
nation,England,E92000001,2020-06-17,914,236488,914,236488,,
nation,England,E92000001,2020-06-16,996,235574,996,235574,,
nation,England,E92000001,2020-06-15,944,234578,944,234578,,
nation,England,E92000001,2020-06-14,752,233634,752,233634,,
nation,England,E92000001,2020-06-13,785,232882,785,232882,,
nation,England,E92000001,2020-06-12,938,232097,938,232097,,
nation,England,E92000001,2020-06-11,915,231159,915,231159,,
nation,England,E92000001,2020-06-10,1086,230244,1086,230244,,
nation,England,E92000001,2020-06-09,1066,229158,1066,229158,,
nation,England,E92000001,2020-06-08,990,228092,990,228092,,
nation,England,E92000001,2020-06-07,668,227102,668,227102,,
nation,England,E92000001,2020-06-06,723,226434,723,226434,,
nation,England,E92000001,2020-06-05,1020,225711,1020,225711,,
nation,England,E92000001,2020-06-04,1147,224691,1147,224691,,
nation,England,E92000001,2020-06-03,1251,223544,1251,223544,,
nation,England,E92000001,2020-06-02,1365,222293,1365,222293,,
nation,England,E92000001,2020-06-01,1319,220928,1319,220928,,
nation,England,E92000001,2020-05-31,984,219609,984,219609,,
nation,England,E92000001,2020-05-30,1010,218625,1010,218625,,
nation,England,E92000001,2020-05-29,1374,217615,1374,217615,,
nation,England,E92000001,2020-05-28,1575,216241,1575,216241,,
nation,England,E92000001,2020-05-27,1616,214666,1616,214666,,
nation,England,E92000001,2020-05-26,1461,213050,1461,213050,,
nation,England,E92000001,2020-05-25,1389,211589,1389,211589,,
nation,England,E92000001,2020-05-24,1206,210200,1206,210200,,
nation,England,E92000001,2020-05-23,1309,208994,1309,208994,,
nation,England,E92000001,2020-05-22,1798,207685,1798,207685,,
nation,England,E92000001,2020-05-21,2277,205887,2277,205887,,
nation,England,E92000001,2020-05-20,2359,203610,2359,203610,,
nation,England,E92000001,2020-05-19,2602,201251,2602,201251,,
nation,England,E92000001,2020-05-18,2226,198649,2226,198649,,
nation,England,E92000001,2020-05-17,1593,196423,1593,196423,,
nation,England,E92000001,2020-05-16,1781,194830,1781,194830,,
nation,England,E92000001,2020-05-15,2145,193049,2145,193049,,
nation,England,E92000001,2020-05-14,2222,190904,2222,190904,,
nation,England,E92000001,2020-05-13,2899,188682,2899,188682,,
nation,England,E92000001,2020-05-12,2940,185783,2940,185783,,
nation,England,E92000001,2020-05-11,3088,182843,3088,182843,,
nation,England,E92000001,2020-05-10,2013,179755,2013,179755,,
nation,England,E92000001,2020-05-09,1797,177742,1797,177742,,
nation,England,E92000001,2020-05-08,2622,175945,2622,175945,,
nation,England,E92000001,2020-05-07,3205,173323,3205,173323,,
nation,England,E92000001,2020-05-06,3264,170118,3264,170118,,
nation,England,E92000001,2020-05-05,3148,166854,3148,166854,,
nation,England,E92000001,2020-05-04,2851,163706,2851,163706,,
nation,England,E92000001,2020-05-03,2648,160855,2648,160855,,
nation,England,E92000001,2020-05-02,2762,158207,2762,158207,,
nation,England,E92000001,2020-05-01,4109,155445,4109,155445,,
nation,England,E92000001,2020-04-30,4314,151336,4314,151336,,
nation,England,E92000001,2020-04-29,4737,147022,4737,147022,,
nation,England,E92000001,2020-04-28,4113,142285,4113,142285,,
nation,England,E92000001,2020-04-27,4056,138172,4056,138172,,
nation,England,E92000001,2020-04-26,3137,134116,3137,134116,,
nation,England,E92000001,2020-04-25,3381,130979,3381,130979,,
nation,England,E92000001,2020-04-24,4352,127598,4352,127598,,
nation,England,E92000001,2020-04-23,4574,123246,4574,123246,,
nation,England,E92000001,2020-04-22,4812,118672,4812,118672,,
nation,England,E92000001,2020-04-21,3996,113860,3996,113860,,
nation,England,E92000001,2020-04-20,3698,109864,3698,109864,,
nation,England,E92000001,2020-04-19,3494,106166,3494,106166,,
nation,England,E92000001,2020-04-18,4142,102672,4142,102672,,
nation,England,E92000001,2020-04-17,4088,98530,4088,98530,,
nation,England,E92000001,2020-04-16,4360,94442,4360,94442,,
nation,England,E92000001,2020-04-15,4240,90082,4240,90082,,
nation,England,E92000001,2020-04-14,3568,85842,3568,85842,,
nation,England,E92000001,2020-04-13,3463,82274,3463,82274,,
nation,England,E92000001,2020-04-12,2958,78811,2958,78811,,
nation,England,E92000001,2020-04-11,3085,75853,3085,75853,,
nation,England,E92000001,2020-04-10,3590,72768,3590,72768,,
nation,England,E92000001,2020-04-09,4076,69178,4076,69178,,
nation,England,E92000001,2020-04-08,4315,65102,4315,65102,,
nation,England,E92000001,2020-04-07,4605,60787,4605,60787,,
nation,England,E92000001,2020-04-06,4407,56182,4407,56182,,
nation,England,E92000001,2020-04-05,3094,51775,3094,51775,,
nation,England,E92000001,2020-04-04,3405,48681,3405,48681,,
nation,England,E92000001,2020-04-03,4102,45276,4102,45276,,
nation,England,E92000001,2020-04-02,4097,41174,4097,41174,,
nation,England,E92000001,2020-04-01,4150,37077,4150,37077,,
nation,England,E92000001,2020-03-31,3816,32927,3816,32927,,
nation,England,E92000001,2020-03-30,3514,29111,3514,29111,,
nation,England,E92000001,2020-03-29,2449,25597,2449,25597,,
nation,England,E92000001,2020-03-28,2379,23148,2379,23148,,
nation,England,E92000001,2020-03-27,2673,20769,2673,20769,,
nation,England,E92000001,2020-03-26,2633,18096,2633,18096,,
nation,England,E92000001,2020-03-25,2284,15463,2284,15463,,
nation,England,E92000001,2020-03-24,2041,13179,2041,13179,,
nation,England,E92000001,2020-03-23,2010,11138,2010,11138,,
nation,England,E92000001,2020-03-22,1212,9128,1212,9128,,
nation,England,E92000001,2020-03-21,1040,7916,1040,7916,,
nation,England,E92000001,2020-03-20,1096,6876,1096,6876,,
nation,England,E92000001,2020-03-19,932,5780,932,5780,,
nation,England,E92000001,2020-03-18,910,4848,910,4848,,
nation,England,E92000001,2020-03-17,683,3938,683,3938,,
nation,England,E92000001,2020-03-16,552,3255,552,3255,,
nation,England,E92000001,2020-03-15,398,2703,398,2703,,
nation,England,E92000001,2020-03-14,315,2305,315,2305,,
nation,England,E92000001,2020-03-13,401,1990,401,1990,,
nation,England,E92000001,2020-03-12,421,1589,421,1589,,
nation,England,E92000001,2020-03-11,358,1168,358,1168,,
nation,England,E92000001,2020-03-10,229,810,229,810,,
nation,England,E92000001,2020-03-09,127,581,127,581,,
nation,England,E92000001,2020-03-08,50,454,50,454,,
nation,England,E92000001,2020-03-07,55,404,55,404,,
nation,England,E92000001,2020-03-06,74,349,74,349,,
nation,England,E92000001,2020-03-05,46,275,46,275,,
nation,England,E92000001,2020-03-04,49,229,49,229,,
nation,England,E92000001,2020-03-03,53,180,53,180,,
nation,England,E92000001,2020-03-02,40,127,40,127,,
nation,England,E92000001,2020-03-01,18,87,18,87,,
nation,England,E92000001,2020-02-29,4,69,4,69,,
nation,England,E92000001,2020-02-28,11,65,11,65,,
nation,England,E92000001,2020-02-27,7,54,7,54,,
nation,England,E92000001,2020-02-26,1,47,1,47,,
nation,England,E92000001,2020-02-25,3,46,3,46,,
nation,England,E92000001,2020-02-24,2,43,2,43,,
nation,England,E92000001,2020-02-23,6,41,6,41,,
nation,England,E92000001,2020-02-22,0,35,0,35,,
nation,England,E92000001,2020-02-21,2,35,2,35,,
nation,England,E92000001,2020-02-20,0,33,0,33,,
nation,England,E92000001,2020-02-19,0,33,0,33,,
nation,England,E92000001,2020-02-18,0,33,0,33,,
nation,England,E92000001,2020-02-17,1,33,1,33,,
nation,England,E92000001,2020-02-16,0,32,0,32,,
nation,England,E92000001,2020-02-15,0,32,0,32,,
nation,England,E92000001,2020-02-14,0,32,0,32,,
nation,England,E92000001,2020-02-13,1,32,1,32,,
nation,England,E92000001,2020-02-12,1,31,1,31,,
nation,England,E92000001,2020-02-11,4,30,4,30,,
nation,England,E92000001,2020-02-10,1,26,1,26,,
nation,England,E92000001,2020-02-09,1,25,1,25,,
nation,England,E92000001,2020-02-08,3,24,3,24,,
nation,England,E92000001,2020-02-07,0,21,0,21,,
nation,England,E92000001,2020-02-06,0,21,0,21,,
nation,England,E92000001,2020-02-05,1,21,1,21,,
nation,England,E92000001,2020-02-04,0,20,0,20,,
nation,England,E92000001,2020-02-03,18,20,18,20,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
